Contractor_Name,Federal_ID,Region,Job_Title,Skill_Level,Hourly_Wage_Rate,Hourly_Bill_Rate,Markup_Percent,Is_Our_Rate,Formula_Version
Mindlance Inc.,22-3688948,Region 2,IT Specialist,Expert,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,IT Specialist,Expert,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Administrator,Junior,28.34,39.11,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Administrator,Junior,28.64,39.53,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Administrator,Junior,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Administrator,Mid-Level,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Administrator,Mid-Level,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Administrator,Mid-Level,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Administrator,Senior,47.57,65.65,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Administrator,Senior,48.08,66.35,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Administrator,Senior,53.20,73.41,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Administrator,Expert,53.61,73.98,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Administrator,Expert,54.22,74.82,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Administrator,Expert,60.36,83.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Architect,Junior,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Architect,Junior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Architect,Junior,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Architect,Mid-Level,56.67,78.21,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Architect,Mid-Level,57.29,79.06,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Architect,Mid-Level,63.43,87.53,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Architect,Senior,61.69,85.13,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Architect,Senior,62.40,86.12,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Architect,Senior,69.56,96.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Network Architect,Expert,66.80,92.19,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Network Architect,Expert,67.52,93.17,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Network Architect,Expert,74.68,103.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Operations Manager,Junior,24.25,33.46,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Operations Manager,Junior,24.55,33.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Operations Manager,Junior,27.62,38.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Operations Manager,Mid-Level,31.30,43.20,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Operations Manager,Mid-Level,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Operations Manager,Mid-Level,34.78,48.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Operations Manager,Senior,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Operations Manager,Senior,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Operations Manager,Senior,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Operations Manager,Expert,40.51,55.90,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Operations Manager,Expert,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Operations Manager,Expert,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Programmer,Junior,31.30,43.20,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Programmer,Junior,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Programmer,Junior,34.78,48.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Programmer,Mid-Level,40.51,55.90,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Programmer,Mid-Level,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Programmer,Mid-Level,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Programmer,Senior,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Programmer,Senior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Programmer,Senior,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Programmer,Expert,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Programmer,Expert,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Programmer,Expert,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Project Manager,Junior,33.35,46.02,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Project Manager,Junior,33.76,46.59,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Project Manager,Junior,37.85,52.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Project Manager,Mid-Level,42.45,58.59,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Project Manager,Mid-Level,42.97,59.29,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Project Manager,Mid-Level,48.08,66.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Project Manager,Senior,55.65,76.80,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Project Manager,Senior,56.27,77.65,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Project Manager,Senior,62.40,86.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Project Manager,Expert,61.69,85.13,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Project Manager,Expert,62.40,86.12,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Project Manager,Expert,69.56,96.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Analyst,Junior,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Analyst,Junior,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Analyst,Junior,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Analyst,Mid-Level,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Analyst,Mid-Level,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Analyst,Mid-Level,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Analyst,Senior,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Analyst,Senior,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Analyst,Senior,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Analyst,Expert,66.80,92.19,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Analyst,Expert,67.52,93.17,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Analyst,Expert,74.68,103.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Manager,Junior,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Manager,Junior,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Manager,Junior,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Manager,Mid-Level,44.50,61.41,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Manager,Mid-Level,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Manager,Mid-Level,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Manager,Senior,53.61,73.98,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Manager,Senior,54.22,74.82,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Manager,Senior,60.36,83.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Security Manager,Expert,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Security Manager,Expert,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Security Manager,Expert,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Analyst,Junior,31.30,43.20,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Analyst,Junior,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Analyst,Junior,34.78,48.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Analyst,Mid-Level,40.51,55.90,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Analyst,Mid-Level,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Analyst,Mid-Level,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Analyst,Senior,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Analyst,Senior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Analyst,Senior,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Analyst,Expert,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Analyst,Expert,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Analyst,Expert,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Architect,Junior,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Architect,Junior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Architect,Junior,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Architect,Mid-Level,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Architect,Mid-Level,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Architect,Mid-Level,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Architect,Senior,66.80,92.19,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Architect,Senior,67.52,93.17,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Architect,Senior,74.68,103.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Architect,Expert,70.89,97.83,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Architect,Expert,71.61,98.82,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Architect,Expert,79.79,110.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Developer,Junior,38.46,53.08,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Developer,Junior,38.87,53.65,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Developer,Junior,42.97,59.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Developer,Mid-Level,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Developer,Mid-Level,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Developer,Mid-Level,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Developer,Senior,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Developer,Senior,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Developer,Senior,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Developer,Expert,66.80,92.19,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Developer,Expert,67.52,93.17,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Developer,Expert,74.68,103.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Manager,Junior,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Manager,Junior,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Manager,Junior,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Manager,Mid-Level,46.55,64.23,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Manager,Mid-Level,47.06,64.94,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Manager,Mid-Level,52.17,72.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Manager,Senior,56.67,78.21,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Manager,Senior,57.29,79.06,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Manager,Senior,63.43,87.53,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Software Manager,Expert,64.76,89.36,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Software Manager,Expert,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Software Manager,Expert,72.63,100.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Administrator,Junior,30.38,41.93,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Administrator,Junior,30.69,42.35,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Administrator,Junior,33.76,46.59,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Administrator,Mid-Level,36.42,50.26,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Administrator,Mid-Level,36.83,50.82,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Administrator,Mid-Level,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Administrator,Senior,46.55,64.23,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Administrator,Senior,47.06,64.94,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Administrator,Senior,52.17,72.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Administrator,Expert,53.61,73.98,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Administrator,Expert,54.22,74.82,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Administrator,Expert,60.36,83.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Analyst,Junior,26.29,36.28,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Analyst,Junior,26.60,36.71,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Analyst,Junior,29.67,40.94,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Analyst,Mid-Level,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Analyst,Mid-Level,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Analyst,Mid-Level,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Analyst,Senior,44.50,61.41,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Analyst,Senior,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Analyst,Senior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Analyst,Expert,53.61,73.98,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Analyst,Expert,54.22,74.82,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Analyst,Expert,60.36,83.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Architect,Junior,44.50,61.41,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Architect,Junior,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Architect,Junior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Architect,Mid-Level,53.61,73.98,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Architect,Mid-Level,54.22,74.82,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Architect,Mid-Level,60.36,83.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Architect,Senior,61.69,85.13,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Architect,Senior,62.40,86.12,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Architect,Senior,69.56,96.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Architect,Expert,66.80,92.19,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Architect,Expert,67.52,93.17,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Architect,Expert,74.68,103.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Developer,Junior,38.46,53.08,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Developer,Junior,38.87,53.65,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Developer,Junior,42.97,59.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Developer,Mid-Level,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Developer,Mid-Level,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Developer,Mid-Level,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Developer,Senior,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Developer,Senior,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Developer,Senior,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Systems Developer,Expert,66.80,92.19,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Systems Developer,Expert,67.52,93.17,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Systems Developer,Expert,74.68,103.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Technical Writer,Junior,22.20,30.63,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Technical Writer,Junior,22.51,31.06,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Technical Writer,Junior,24.55,33.88,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Technical Writer,Mid-Level,28.34,39.11,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Technical Writer,Mid-Level,28.64,39.53,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Technical Writer,Mid-Level,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Technical Writer,Senior,32.33,44.61,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Technical Writer,Senior,32.74,45.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Technical Writer,Senior,36.83,50.82,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Technical Writer,Expert,40.51,55.90,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Technical Writer,Expert,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Technical Writer,Expert,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Tester,Junior,26.29,36.28,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Tester,Junior,26.60,36.71,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Tester,Junior,29.67,40.94,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Tester,Mid-Level,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Tester,Mid-Level,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Tester,Mid-Level,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Tester,Senior,41.43,57.18,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Tester,Senior,41.94,57.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Tester,Senior,47.06,64.94,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Tester,Expert,46.55,64.23,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Tester,Expert,47.06,64.94,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Tester,Expert,52.17,72.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Training Developer,Junior,26.29,36.28,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Training Developer,Junior,26.60,36.71,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Training Developer,Junior,29.67,40.94,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Training Developer,Mid-Level,31.30,43.20,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Training Developer,Mid-Level,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Training Developer,Mid-Level,34.78,48.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Training Developer,Senior,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Training Developer,Senior,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Training Developer,Senior,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Training Developer,Expert,40.51,55.90,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Training Developer,Expert,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Training Developer,Expert,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Administrator,Junior,31.30,43.20,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Administrator,Junior,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Administrator,Junior,34.78,48.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Administrator,Mid-Level,38.46,53.08,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Administrator,Mid-Level,38.87,53.65,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Administrator,Mid-Level,42.97,59.29,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Administrator,Senior,44.50,61.41,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Administrator,Senior,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Administrator,Senior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Administrator,Expert,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Administrator,Expert,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Administrator,Expert,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Designer,Junior,26.29,36.28,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Designer,Junior,26.60,36.71,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Designer,Junior,29.67,40.94,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Designer,Mid-Level,31.30,43.20,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Designer,Mid-Level,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Designer,Mid-Level,34.78,48.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Designer,Senior,35.40,48.85,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Designer,Senior,35.81,49.41,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Designer,Senior,39.90,55.06,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Designer,Expert,40.51,55.90,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Designer,Expert,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Designer,Expert,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Developer,Junior,32.33,44.61,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Developer,Junior,32.74,45.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Developer,Junior,36.83,50.82,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Developer,Mid-Level,42.45,58.59,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Developer,Mid-Level,42.97,59.29,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Developer,Mid-Level,48.08,66.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Developer,Senior,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Developer,Senior,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Developer,Senior,55.24,76.23,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Developer,Expert,58.72,81.03,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Developer,Expert,59.33,81.88,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Developer,Expert,65.47,90.35,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Manager,Junior,26.29,36.28,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Manager,Junior,26.60,36.71,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Manager,Junior,29.67,40.94,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Manager,Mid-Level,31.30,43.20,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Manager,Mid-Level,31.71,43.76,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Manager,Mid-Level,34.78,48.00,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Manager,Senior,40.51,55.90,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Manager,Senior,40.92,56.47,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Manager,Senior,45.01,62.12,38.00,false,
Mindlance Inc.,22-3688948,Region 1,Web Manager,Expert,49.62,68.47,38.00,false,
Mindlance Inc.,22-3688948,Region 2,Web Manager,Expert,50.13,69.18,38.00,false,
Mindlance Inc.,22-3688948,Region 3,Web Manager,Expert,55.24,76.23,38.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Business Analyst,Junior,33.54,48.29,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Business Analyst,Junior,33.54,48.29,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Business Analyst,Junior,34.65,50.25,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Business Analyst,Mid-Level,40.24,57.95,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Business Analyst,Mid-Level,40.24,57.95,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Business Analyst,Mid-Level,42.48,61.59,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Business Analyst,Senior,50.30,72.44,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Business Analyst,Senior,50.30,72.44,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Business Analyst,Senior,53.66,77.80,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Business Analyst,Expert,63.72,91.75,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Business Analyst,Expert,63.72,91.75,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Business Analyst,Expert,67.07,97.25,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Cloud Engineer,Junior,41.36,59.56,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Cloud Engineer,Junior,41.36,59.56,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Cloud Engineer,Junior,43.60,63.21,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Cloud Engineer,Mid-Level,50.30,72.44,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Cloud Engineer,Mid-Level,50.30,72.44,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Cloud Engineer,Mid-Level,53.66,77.80,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Cloud Engineer,Senior,63.72,91.75,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Cloud Engineer,Senior,63.72,91.75,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Cloud Engineer,Senior,67.07,97.25,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 1,Cloud Engineer,Expert,80.49,115.90,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 2,Cloud Engineer,Expert,80.49,115.90,44.00,false,
Montco Inc. dba Equiliem Government,22-3367209,Region 3,Cloud Engineer,Expert,83.84,121.57,44.00,false,
